Gene	cmp0_2365	cmp0_2430	cmp0_2682	cmp0_2687	cmp0_2767	cmp0_2816	cmp0_2822	cmp0_3164	cmp0_3242	cmp0_3439	cmp0_3476	cmp0_3482	cmp0_3507	cmp0_3629	cmp0_3646	cmp0_3724	cmp0_3742	cmp0_3791	cmp0_3816	cmp0_3920	cmp0_4028	cmp0_4166	cmp0_4198	cmp0_4339	cmp0_4340	cmp0_4388	cmp0_4409	cmp0_4463	cmp0_4479	cmp0_4744	cmp0_4751	cmp1_4780	cmp1_4789	cmp1_4796	cmp1_4810	cmp1_4815	cmp1_4840	cmp1_4867	cmp1_4870	cmp1_4946	cmp1_4996	cmp1_5010	cmp1_5027	cmp1_5054	cmp1_5061	cmp1_5099	cmp1_5118	cmp1_5136	cmp1_5155	cmp1_5160	cmp1_5213	cmp1_5242	cmp1_5264	cmp1_5319	cmp1_5325	cmp1_5331	cmp1_5334	cmp1_5361	cmp2_5430	cmp2_5485	cmp2_5523	cmp2_5542	cmp2_5687	cmp2_5709	cmp2_5796	cmp2_5872	cmp2_5874	cmp2_5950	cmp2_6074	cmp2_6106	cmp2_6123	cmp2_6251	cmp2_6333	cmp2_6405	cmp2_6531	cmp2_6603	cmp2_6628	cmp2_6701	gmp_6983	gmp_7493	gmp_7710	gmp_7798	hsc_1004	hsc_1015	hsc_1123	hsc_1200	hsc_1202	hsc_1270	hsc_131	hsc_1338	hsc_1339	hsc_1367	hsc_1413	hsc_1429	hsc_1534	hsc_1535	hsc_1579	hsc_1598	hsc_1601	hsc_1610	hsc_1617	hsc_1619	hsc_1691	hsc_1702	hsc_1818	hsc_1907	hsc_1914	hsc_1985	hsc_2007	hsc_2027	hsc_2031	hsc_2066	hsc_2095	hsc_2167	hsc_2178	hsc_2203	hsc_2205	hsc_2211	hsc_2222	hsc_224	hsc_257	hsc_268	hsc_316	hsc_336	hsc_353	hsc_354	hsc_383	hsc_422	hsc_46	hsc_506	hsc_54	hsc_555	hsc_589	hsc_618	hsc_668	hsc_716	hsc_75	hsc_763	hsc_778	hsc_809	hsc_848	hsc_92	hsc_939
PPP2R5E_cluster3	0	1.442397	0	0	0	1.471941	0	0	0	0	0	0	0	0	0	1.665278	0	1.692888	0	0	0	1.529984	0	1.564887	0	0	0	1.577191	0	0	0	0	0	0	0	1.376183	0	1.680583	1.449472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.631276	0	0	0	1.680431	0	0	0	1.583897	0	0	0	0	2.4553	2.159194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.477802	0	0	0	0	0	1.659684	0	2.081351	0	1.530444	0	0	0	1.583133	1.74546	0	0	0	0	1.656324	0	0	0	0	0	0	0	0	0	0	0	0	1.37062	0	0	1.224226	0	0	0	0	0	0	0	1.721096	0	0	0	0	0	0	0	0	0	0	1.762229	0	0	0
EIF2AK4_cluster3	0	0	0	0	0	1.217095	0	1.382993	0	0	0	0	0	0	1.378427	0	0	0	0	0	0	0	0	1.293947	0	1.30537	0	0	0	0	0	0	1.136055	0	1.686232	0	0	1.965207	1.198512	1.314215	1.436259	2.875022	0	0	0	1.437233	0	0	1.330252	0	0	0	2.035908	0	0	0	0	2.148581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.221937	0	0	0	0	0	0	0	0	0	0	0	1.393018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAD51_cluster3	0	0	0	0	0	0	0	0	1.507249	0	0	0	1.468285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.452517	2.074584	0	0	0	0	0	0	0	0	0	0	0	1.57149	0	1.560477	1.525477	0	1.417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.602957	0	0	0	0	1.745145	0	0	0	1.619417	0	0	1.732873	0	0	0	1.420613	0	1.511794	0	0	0	0	1.554423	1.704896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.373936	0	0	0	0	0	0	0	0	0	1.706989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.144761	0	0	0	0	0	0
MAP2K1_cluster3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.485204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.701605	0	0	0	0	0	0	1.871705	1.75595	0	0	0	0	0	1.363683	0	0	1.59874	0	0	0	1.521154	0	0	1.778789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.829309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.883837	0	0	0	1.70821	0	0	0	0	0
FES_cluster3	1.410085	0	0	0	0	0	0	0	0	0	0	0	1.181905	0	2.865516	0	0	0	0	1.33596	0	0	0	0	0	1.35682	0	0	0	0	0	0	0	1.452157	1.239343	0	0	0	1.76176	0	0	0	0	0	1.788947	0	0	0	1.955408	0	0	0	2.116152	0	0	0	0	0	2.042481	1.468646	0	0	0	0	2.128805	0	1.386716	0	0	0	1.404763	0	0	0	0	0	0	0	0	0	0	0	1.215364	1.216922	0	1.464537	0	1.201358	1.251239	1.372363	0	0	0	0	0	0	0	0	0	0	0	0	0	1.516667	0	1.463448	0	1.469745	0	0	0	0	1.4167	1.028572	1.349404	1.506625	0	0	0	1.374049	0	0	0	0	0	0	0	0	0	0	0	0	0	1.50707	1.466588	0	0	1.366569	0	0	0	0	0
NME3_cluster3	0	0	0	0	0	0	0	0	0	0	0	0	1.055315	0	1.279301	1.277936	0	0	1.336338	0	1.226577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.255273	1.289682	0	0	0	1.334136	0	0	0	0	0	1.096421	0	1.018455	1.739635	1.959875	0	1.314177	0	1.282275	0	1.994071	0	0	0	0	1.215483	0	0	1.152107	0	0	0	0	0	0	1.791893	1.182569	0	0	0	0	1.666958	0	0	0	0	1.086586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.718124	0	0	1.163512	0	0	0	0	0	0	1.289097	0	0	0	0	0	0	0	0	0	1.350589	0	0	0	1.221389	0	0	0	0	0	0	1.300438	1.301276	0	0	0	0	1.309996	0	0	0	0	1.096276	0	0
ZNF75A_cluster3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.61735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.604724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.664626	0	0	0	0	0	1.653666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.83681	0	0	0	0	0	0	0	0	0	0	0	0	0	1.678222	0	0	0	0	0	0	1.494366	0	1.743089	1.334755	0	0	0	0	0	0	0	0	0	1.848789	0	0	1.911842	0	1.861177	0	0	0	0	0	0	0
ARL6IP1_cluster3	0	0.825235	0.854448	0	0	0	1.653451	0	0.807656	0	0	0	0.786778	0	0	0	1.009222	1.67757	0	1.257704	0.914462	0.875345	0	0	0	0.903217	0	1.276119	0	0	0.968902	1.314177	2.223324	0	1.166748	0.787351	0.935854	0	1.436357	0	0.993784	0	1.008821	0	0	1.722452	1.869751	0	0.920434	0.759297	0	1.461164	0.996098	1.385601	1.616515	1.351969	0	1.486657	1.922839	0	0	0.978482	1.281546	0	0	0	2.064154	2.628035	0.873512	0	0	0	0	0	0	0	2.296543	0	0	0	0	0	0	1.14564	0.84549	0.974925	0	0	0.832935	0	0	0.946796	0	0	0	0.987597	0	0	0	0	0.909486	0.867442	0	1.009624	0.947628	0	1.131693	0.978391	0	0.73622	1.245424	0.922733	0.943078	1.369416	0	1.002941	0	0.784169	1.423994	0.914686	1.213149	0	0.910593	0.963953	0.983753	0	0.968635	1.506008	0	0	0	0	0	1.418792	0.976288	0	0	0.909707	0	0	0	1.570831	0.817264
PLK1_cluster3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.777034	0	0	1.613648	0	0	0	0	0	0	0	0	2.889517	0	0	0	0	0	0	0	2.774401	2.985343	0	0	0	0	0	0	0	0	2.673204	0	0	0	0	0	0	0	0	0	0	0	0	1.941494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.520363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CKLF_cluster3	1.108445	1.378133	0	1.182358	1.182239	0	0	0	1.651908	1.776809	0	1.039052	0.929075	0	0	1.591085	0	0	0	0	1.527141	0	0	0	0	0	1.543917	0	1.542498	0	0	0	1.312719	0	0	0	1.105111	0	0.979266	1.073802	0	0	1.68472	0	0.994378	0	0	0	0	1.268018	0	0	1.176253	0	0	0	0	0	1.135302	1.154478	0	0	1.070084	0	0	1.756801	0	0	0	0	1.10426	1.101154	0	0	0	0	1.485365	0	0	1.421847	1.533304	0.89891	1.351107	0	1.996812	0	0	0.944366	0	1.078791	1.121285	1.118034	0.994309	0	1.033973	0	1.138192	1.410479	0	0	0	1.024329	1.16867	0	1.119017	0	0	0	0	0	1.801194	0	1.574932	0	1.060745	0	1.126166	0	0	0	1.169679	1.057573	2.150567	1.138293	2.323349	1.886489	1.143823	0	0	1.144876	1.984261	1.137365	1.136952	1.184686	1.63039	0	0	0	0	0	0	0	1.364822
KLHDC4_cluster3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.773998	0	0	0	0	0	0	0	0	0	0	0	0	0	2.025414	0	0	0	0	0	0	0	2.750253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.052335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.943103	0	1.831753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARRB2_cluster3	0	0	1.205711	0	2.446953	2.058266	1.347063	0	0	1.225855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.274531	0	1.273311	0	0	0	0	1.109216	0	1.646396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.382552	1.862482	0	0	0	0	0	0	0	0	1.283791	1.413998	1.212052	0	1.401653	1.232611	0	0	0	0	1.75942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.188175	1.404913	0	1.393596	0	0	1.278108	0	0	0	0	0	0	0	0	1.952473	0	0	0	1.302068	0	1.673493	0	0	0	0	0	0	0	1.263776	0	0	0	1.301526	0	1.226943	1.389489	1.368097	0	0	0	0	0	0	1.146734	0	0	0	1.153317	0	1.153239
TRIM16_cluster3	0	0	2.055529	0	0	0	0	2.302062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.222026	0	0	0	0	0	1.984724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.064849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRPV2_cluster3	0	0	0	0	0	0	0	1.708189	1.441728	1.550739	0	0	1.404461	0	0	0	0	0	0	0	0	0	0	1.598205	0	0	1.650318	0	0	0	1.729566	0	0	1.725604	0	1.405482	1.670572	0	0	0	0	0	0	0	2.125813	0	0	1.459164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.559285	0	0	0	0	0	0	0	1.296376	0	0	0	0	0	0	0	0	0	0	0	0	0	1.695019	0	0	0	0	0	0	0	0	0	1.623502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.625478	0	0	0	0	0	1.75774	0	1.731794	0	0	0	0	0	0	0	0	1.799747	0	0	0
MPRIP_cluster3	0	0	1.809862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.797696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.926131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.001695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.80343	0	0	0	0	0	0	0	0	0	0	0	0	1.783541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAF15_cluster3	0	0	0	0	0	0	0	0	0	0	2.036831	0	1.183	0	0	0	1.517468	0	0	0	0	1.861344	0	0	1.276111	0	0	0	0	0	0	0	1.181926	0	0	0	0	0	0	0	0	2.115037	0	0	1.266152	0	0	0	1.383965	1.141679	1.378942	0	0	1.47318	0	0	0	0	0	0	0	0	0	0	0	1.291503	0	0	0	0	0	1.402109	0	0	2.259923	0	1.091962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.266061	1.497007	0	0	0	1.795976	0	0	0	1.304285	1.488079	1.518074	1.424854	0	2.084044	0	0	1.106982	1.324141	1.387422	0	1.029529	0	0	0	1.179076	0	0	1.053143	0	0	0	0	1.961293	0	0	0	1.457779	0	1.448216	0	0	0	0	0	1.367838	0	0	0	0	0
MED24_cluster3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.071164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.889915	0	0	0	0	0	0	0	2.190235	2.125018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.080236	0	0	0	0	0	0	1.894144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.533946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.234372	0	1.831027	0	0
ZNF652_cluster3	0	0	0	0	0	0	0	0	0	0	0	2.072117	0	2.199709	0	0	0	0	0	0	0	2.061364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.302301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.846651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAFG_cluster3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.52389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5946	0	0	0	0	1.564554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.287078	0	1.673308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.852703	0	0	0
MGME1_cluster3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.587678	1.63316	0	0	0	0	0	1.391226	0	0	1.479172	0	0	0	0	1.288546	0	0	1.290655	0	0	0	0	0	0	0	0	1.952135	0	0	0	0	0	0	0	0	0	1.529892	0	1.505194	0	0	1.602613	0	0	0	0	0	0	0	0	0	0	0	1.528591	0	0	0	0	0	2.15261	0	0	0	0	0	1.327931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.122399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBL1_cluster3	0	2.026978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.068352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.65423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.325562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.979794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM259_cluster3	0	0	0	0	0	1.46492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.571168	0	0	0	0	0	0	1.367377	0	1.435134	0	0	0	0	0	0	0	0	0	1.464817	0	0	0	0	0	0	0	1.732738	0	0	0	0	0	0	0	1.650018	0	0	0	0	0	0	0	0	0	0	0	2.846155	0	0	0	1.263297	0	0	1.48105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.575579	0	0	0	0	0	0	0	1.392017	0	0	0	0	0	0	0	0	0	0	0	2.477073	0	1.723055	0	0	0	1.71126	1.604447	0	1.512508	0	0	0	0	1.67484	0	0	0	0	0	0	0	0	0	0
MBD3_cluster3	0	1.866534	0	0	0	0	0	0	0	0	0	0	1.779551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.24972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.642602	0	0	1.925736	0	1.721772	0	0	0	0	0	0	0	0	0	2.141481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.031748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.057593	0	0	0	0	0
DOT1L_cluster3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.331339	0	0	0	0	0	1.982223	0	0	0	0	0	0	0	0	2.508218	0	0	0	0	0	0	0	2.707829	0	0	0	0	0	0	0	0	0	2.465368	0	0	0	0	2.526887	0	2.327834	0	0	0	0	0	0	0	0	0	1.831341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.326865	0	1.726635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAFB2_cluster3	0	1.782159	1.304784	1.528987	2.162101	0	1.030786	0	0	1.326582	0	0	0	1.426408	0	1.454899	2.179493	0	1.521388	0	0	0	0	0	0	0	1.996545	0	1.994708	0	1.479564	0	0	0	2.182107	0	0	0	0	1.388607	0	0	0	0	0	0	0	0	0	1.639759	0	0	1.521092	0	0	0	0	0	0	1.492933	1.448479	0	0	1.38928	0	0	0	0	1.333897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.237049	1.291108	0	0	0	0	0	0	0	0	0	0	0	0	0	1.383131	0	0	0	0	1.541749	0	0	1.22199	0	0	0	0	0	0	1.045586	0	0	0	1.197464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.470269	0	0	0	0	0	1.523017	0	0	0	0
KHSRP_cluster3	0	0	0	0	0	0	0	0	0	0	0	0	0	1.528787	0	0	0	0	0	0	0	0	0	0	1.389032	0	0	0	0	0	0	0	0	0	0	0	0	0	1.919435	2.104735	0	0	0	0	0	1.627581	0	0	0	0	0	0	0	0	0	0	1.502821	0	1.573512	0	0	0	0	0	0	0	1.510824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.761931	0	1.325839	0	1.595613	0	0	1.92789	0	0	0	0	0	1.433067	0	0	1.382324	0	1.634402	0	0	0	0	0	1.594428	1.309695	0	0	0	0	0	1.543493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF121_cluster3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.28473	0	0	0	0	0	0	0	2.363026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.161819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.900308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.35167	0	0	0	0	0	0	0	0	0	0	0	2.134491	0	0	1.863338	0	0	0	0	0	0	0	0	2.301667	0	0	0	0	0	0	0	0	2.32072	0	0	0	0	0	0	0
DNMT1_cluster3	0	0	1.05941	0	0	0	0	1.186474	0	0	0	0	1.37958	0	0	0	0	0	0	0	0	0	1.194533	0	1.052288	1.119879	0	1.118807	1.145225	1.103349	0	0	1.688097	0	1.446624	0	0	0	0	1.594481	0	1.744073	0	1.604646	0	1.233004	0	2.027013	0	0	0	1.811665	0	0	1.157173	1.676276	0	1.064213	0	1.212176	1.176082	0	0	1.595259	1.242425	2.129965	0	0	1.531662	0	2.008226	1.635096	1.171243	0	0	1.190105	0.900437	1.151299	1.089578	1.828431	1.138398	0	0	0	0	0	0	1.402284	1.032739	1.132709	0	0	0	0	1.535337	0	1.195077	0	0	0	0	0	0	0	0	0	0.992186	0	0	0	0	1.144076	0	0.848955	0	1.243527	0	0	0	0	0	1.570385	0	0	0	1.1436	0	0	0	0	0	0	1.193776	0	2.096609	0	1.007591	1.127927	0	0	1.013376	1.124469	1.755101
ECSIT_cluster3	1.333263	1.172135	0	0	0	0	0	0	0	0	0	0	1.93559	0	0	0	0	0	0	0	1.298869	0	0	0	0	0	0	1.281671	0	0	0	0	1.578968	0	0	0	0	1.93138	0	0	0	0	0	0	0	0	0	0	1.307352	0	0	1.198224	0	0	1.874713	0	0	1.219131	0	0	0	0	1.287121	0	0	0	0	1.410854	0	1.415786	0	0	0	1.252266	0	0	0	0	1.248191	0	1.304113	0	1.149148	0	0	1.384749	0	0	0	0	0	0	0	0	0	0	0	0	1.286499	0	0	0	0	0	0	0	0	0	0	1.045701	0	0	0	0.972536	0	0	0	0	0	0	0.994842	0	0	0	0	0	1.375816	0	0	1.37708	0	0	1.367549	1.424967	0	0	1.999245	0	0	0	0	0	0
ZNF44_cluster3	0	0	0	0	0	0	0	0	0	0	0	2.045006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.148653	0	0	0	0	2.159704	0	0	0	0	0	0	0	2.113398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.106079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.035004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.144528	0	0	0	0	0	0	0	0	0	0	0	0	0	2.143635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF429_cluster3	0	1.802887	0	2.187462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.65189	0	0	0	0	0	1.987592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.767529	0	0	0	0	1.747158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.128326	1.748253	0	0	0	1.923941	0	0	0	0	0	0	0	0	0	0	1.956602	0	0	0	0	0	0	0	0	2.119483	0	0	0	0	0	1.775399	0	0	0	0	0	0
ZNF91_cluster3	0	0	0	0	0	0	0	1.980326	0	0	0	0	0	0	1.973791	0	0	0	0	0	0	0	2.819628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.731443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.060388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.020394	0	0	1.882605	0	0	0	0	0
RPSAP58_cluster3	1.514853	1.087396	0.975049	0.932921	0.65961	1.240645	0.994444	0.891608	1.064232	1.144701	1.262169	1.296295	1.15909	1.065936	1.088389	1.25542	0.940335	0.902434	1.312795	1.014855	1.043532	1.153425	1.099409	0.834201	1.11832	0.841564	1.054998	1.329357	0.86061	1.310988	1.563637	1.499667	2.197223	1.424128	1.802762	1.159935	1.233154	1.266961	1.221708	1.585093	1.603792	1.135042	0	1.044304	1.467852	1.310378	1.742125	1.615655	1.355994	1.00051	1.046537	1.242807	1.607526	0.645511	1.065026	1.666403	1.047831	1.599466	0.633422	0.910924	1.530784	1.579095	1.335009	1.695358	0.933655	1.131808	1.489748	1.133503	0.813887	1.313434	0.616102	1.064119	1.391657	1.006091	1.617059	1.549042	1.513053	1.22354	1.002816	1.943165	2.09549	2.067864	1.599109	1.067441	1.364471	1.699418	1.248231	1.290616	1.451913	1.47433	0.625601	1.247574	1.109513	1.466752	1.526296	1.45494	1.419979	1.11292	1.334365	0.930458	1.037854	1.512062	1.304078	1.487394	1.396055	1.4352	1.291426	0.911606	1.096722	1.371933	1.160409	0	1.242675	1.35334	0.836964	1.477545	0.628326	1.033286	0.663397	0.852251	2.063713	1.668925	1.03912	1.270181	1.296272	0.85939	1.427004	0.992219	1.123668	1.428317	1.27835	1.418947	0.897094	1.477982	1.114087	0.643458	1.197209	0.847611	0.6571	1.32851	1.523056	1.690027	1.424595
CEBPG_cluster3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.574563	0	2.224637	0	0	0	0	2.373485	0	0	0	1.631456	0	0	0	1.732446	0	3.046089	0	0	0	0	0	0	0	0	0	0	0	0	0	1.600731	0	0	0	1.653584	1.70577	0	0	1.746863	0	0	0	0	1.737662	1.630199	0	0	0	0	0	0	1.618737	1.531963	1.484247	0	1.876723	0	1.412218	1.47393	0	0	1.394152	0	0	0	0	0	0	0	0	1.680292	0	0	0	0	0	0	0	0	0	1.395023	0	0	0	0	0	0	1.688061	0	0	0	0	0	1.594556	1.221016	0	0	0	0	0	0	0	2.427618	0	0	0	0	0	0	0	0	1.585878	0	0	0	0	1.424721
PAK4_cluster3	0	0	0	0	0	0	0	0	0	0	0	2.139886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.164137	0	0	0	0	0	0	0	0	2.016757	0	0	0	0	2.225549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.851267	0	0	0	0	0	1.944883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.337263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.341502	0	0	0	0	0	0	0	0	0	0
